timestamp,value
2024-01-05T02:00:00Z,106.23
2024-01-05T03:00:00Z,102.90
2024-01-05T04:00:00Z,99.45
2024-01-05T05:00:00Z,104.78
2024-01-05T06:00:00Z,110.23
2024-01-05T07:00:00Z,118.90
2024-01-05T08:00:00Z,133.45
2024-01-05T09:00:00Z,148.78
2024-01-05T10:00:00Z,162.23
2024-01-05T11:00:00Z,175.90
2024-01-05T12:00:00Z,187.45
2024-01-05T13:00:00Z,195.78
2024-01-05T14:00:00Z,202.23
2024-01-05T15:00:00Z,209.90
2024-01-05T16:00:00Z,206.45
2024-01-05T17:00:00Z,199.78
2024-01-05T18:00:00Z,185.23
2024-01-05T19:00:00Z,171.90
2024-01-05T20:00:00Z,155.45
2024-01-05T21:00:00Z,140.78
2024-01-05T22:00:00Z,127.23
2024-01-05T23:00:00Z,121.90
2024-01-06T00:00:00Z,135.67
2024-01-06T01:00:00Z,128.45
2024-01-06T02:00:00Z,122.78
2024-01-06T03:00:00Z,118.23
2024-01-06T04:00:00Z,115.90
2024-01-06T05:00:00Z,120.45
2024-01-06T06:00:00Z,128.78
2024-01-06T07:00:00Z,142.23
2024-01-06T08:00:00Z,165.90
2024-01-06T09:00:00Z,195.45
2024-01-06T10:00:00Z,225.78
2024-01-06T11:00:00Z,245.23
2024-01-06T12:00:00Z,265.90
2024-01-06T13:00:00Z,275.45
2024-01-06T14:00:00Z,285.78
2024-01-06T15:00:00Z,295.23
2024-01-06T16:00:00Z,290.90
2024-01-06T17:00:00Z,275.45
2024-01-06T18:00:00Z,245.78
2024-01-06T19:00:00Z,215.23
2024-01-06T20:00:00Z,185.90
2024-01-06T21:00:00Z,155.45
2024-01-06T22:00:00Z,135.78
2024-01-06T23:00:00Z,125.23
2024-01-07T00:00:00Z,142.90
2024-01-07T01:00:00Z,135.45
2024-01-07T02:00:00Z,128.78
2024-01-07T03:00:00Z,124.23
2024-01-07T04:00:00Z,121.90
2024-01-07T05:00:00Z,126.45
2024-01-07T06:00:00Z,134.78
2024-01-07T07:00:00Z,148.23
2024-01-07T08:00:00Z,171.90
2024-01-07T09:00:00Z,201.45
2024-01-07T10:00:00Z,231.78
2024-01-07T11:00:00Z,251.23
2024-01-07T12:00:00Z,271.90
2024-01-07T13:00:00Z,281.45
2024-01-07T14:00:00Z,291.78
2024-01-07T15:00:00Z,301.23
2024-01-07T16:00:00Z,296.90
2024-01-07T17:00:00Z,281.45
2024-01-07T18:00:00Z,251.78
2024-01-07T19:00:00Z,221.23
2024-01-07T20:00:00Z,191.90
2024-01-07T21:00:00Z,161.45
2024-01-07T22:00:00Z,141.78
2024-01-07T23:00:00Z,131.23
2024-01-08T00:00:00Z,128.90
2024-01-08T01:00:00Z,122.45
2024-01-08T02:00:00Z,116.78
2024-01-08T03:00:00Z,112.23
2024-01-08T04:00:00Z,109.90
2024-01-08T05:00:00Z,114.45
2024-01-08T06:00:00Z,122.78
2024-01-08T07:00:00Z,136.23
2024-01-08T08:00:00Z,150.90
2024-01-08T09:00:00Z,167.45
2024-01-08T10:00:00Z,181.78
2024-01-08T11:00:00Z,195.23
2024-01-08T12:00:00Z,207.90
2024-01-08T13:00:00Z,215.45
2024-01-08T14:00:00Z,222.78
2024-01-08T15:00:00Z,229.23
2024-01-08T16:00:00Z,225.90
2024-01-08T17:00:00Z,218.45
2024-01-08T18:00:00Z,204.78
2024-01-08T19:00:00Z,191.23
2024-01-08T20:00:00Z,174.90
2024-01-08T21:00:00Z,158.45
2024-01-08T22:00:00Z,145.78
2024-01-08T23:00:00Z,138.23
2024-01-09T00:00:00Z,132.90
2024-01-09T01:00:00Z,126.45
2024-01-09T02:00:00Z,120.78
2024-01-09T03:00:00Z,116.23
2024-01-09T04:00:00Z,113.90
2024-01-09T05:00:00Z,118.45
2024-01-09T06:00:00Z,126.78
2024-01-09T07:00:00Z,140.23
2024-01-09T08:00:00Z,154.90
2024-01-09T09:00:00Z,171.45
2024-01-09T10:00:00Z,185.78
2024-01-09T11:00:00Z,199.23
2024-01-09T12:00:00Z,211.90
2024-01-09T13:00:00Z,219.45
2024-01-09T14:00:00Z,226.78
2024-01-09T15:00:00Z,233.23
2024-01-09T16:00:00Z,229.90
2024-01-09T17:00:00Z,222.45
2024-01-09T18:00:00Z,208.78
2024-01-09T19:00:00Z,195.23
2024-01-09T20:00:00Z,178.90
2024-01-09T21:00:00Z,162.45
2024-01-09T22:00:00Z,149.78
2024-01-09T23:00:00Z,142.23
2024-01-10T00:00:00Z,136.90
2024-01-10T01:00:00Z,130.45
2024-01-10T02:00:00Z,124.78
2024-01-10T03:00:00Z,120.23
2024-01-10T04:00:00Z,117.90
2024-01-10T05:00:00Z,122.45
2024-01-10T06:00:00Z,130.78
2024-01-10T07:00:00Z,144.23
2024-01-10T08:00:00Z,158.90
2024-01-10T09:00:00Z,175.45
2024-01-10T10:00:00Z,189.78
2024-01-10T11:00:00Z,203.23
2024-01-10T12:00:00Z,215.90
2024-01-10T13:00:00Z,223.45
2024-01-10T14:00:00Z,230.78
2024-01-10T15:00:00Z,237.23
2024-01-10T16:00:00Z,233.90
2024-01-10T17:00:00Z,226.45
2024-01-10T18:00:00Z,212.78
2024-01-10T19:00:00Z,199.23
2024-01-10T20:00:00Z,182.90
2024-01-10T21:00:00Z,166.45
2024-01-10T22:00:00Z,153.78
2024-01-10T23:00:00Z,146.23
2024-01-11T00:00:00Z,140.90
2024-01-11T01:00:00Z,134.45
2024-01-11T02:00:00Z,128.78
2024-01-11T03:00:00Z,124.23
2024-01-11T04:00:00Z,121.90
2024-01-11T05:00:00Z,126.45
2024-01-11T06:00:00Z,134.78
2024-01-11T07:00:00Z,148.23
2024-01-11T08:00:00Z,162.90
2024-01-11T09:00:00Z,179.45
2024-01-11T10:00:00Z,193.78
2024-01-11T11:00:00Z,207.23
2024-01-11T12:00:00Z,219.90
2024-01-11T13:00:00Z,227.45
2024-01-11T14:00:00Z,234.78
2024-01-11T15:00:00Z,241.23
2024-01-11T16:00:00Z,237.90
2024-01-11T17:00:00Z,230.45
2024-01-11T18:00:00Z,216.78
2024-01-11T19:00:00Z,203.23
2024-01-11T20:00:00Z,186.90
2024-01-11T21:00:00Z,170.45
2024-01-11T22:00:00Z,157.78
2024-01-11T23:00:00Z,150.23
2024-01-12T00:00:00Z,144.90
2024-01-12T01:00:00Z,138.45
2024-01-12T02:00:00Z,132.78
2024-01-12T03:00:00Z,128.23
2024-01-12T04:00:00Z,125.90
2024-01-12T05:00:00Z,130.45
2024-01-12T06:00:00Z,138.78
2024-01-12T07:00:00Z,152.23
2024-01-12T08:00:00Z,166.90
2024-01-12T09:00:00Z,183.45
2024-01-12T10:00:00Z,197.78
2024-01-12T11:00:00Z,211.23
2024-01-12T12:00:00Z,223.90
2024-01-12T13:00:00Z,231.45
2024-01-12T14:00:00Z,238.78
2024-01-12T15:00:00Z,245.23
2024-01-12T16:00:00Z,241.90
2024-01-12T17:00:00Z,234.45
2024-01-12T18:00:00Z,220.78
2024-01-12T19:00:00Z,207.23
2024-01-12T20:00:00Z,190.90
2024-01-12T21:00:00Z,174.45
2024-01-12T22:00:00Z,161.78
2024-01-12T23:00:00Z,154.23
2024-01-13T00:00:00Z,165.67
2024-01-13T01:00:00Z,158.45
2024-01-13T02:00:00Z,152.78
2024-01-13T03:00:00Z,148.23
2024-01-13T04:00:00Z,145.90
2024-01-13T05:00:00Z,150.45
2024-01-13T06:00:00Z,158.78
2024-01-13T07:00:00Z,172.23
2024-01-13T08:00:00Z,196.90
2024-01-13T09:00:00Z,225.45
2024-01-13T10:00:00Z,255.78
2024-01-13T11:00:00Z,275.23
2024-01-13T12:00:00Z,295.90
2024-01-13T13:00:00Z,305.45
2024-01-13T14:00:00Z,315.78
2024-01-13T15:00:00Z,325.23
2024-01-13T16:00:00Z,320.90
2024-01-13T17:00:00Z,305.45
2024-01-13T18:00:00Z,275.78
2024-01-13T19:00:00Z,245.23
2024-01-13T20:00:00Z,215.90
2024-01-13T21:00:00Z,185.45
2024-01-13T22:00:00Z,165.78
2024-01-13T23:00:00Z,155.23
2024-01-14T00:00:00Z,172.90
2024-01-14T01:00:00Z,165.45
2024-01-14T02:00:00Z,158.78
2024-01-14T03:00:00Z,154.23
2024-01-14T04:00:00Z,151.90
2024-01-14T05:00:00Z,156.45
2024-01-14T06:00:00Z,164.78
2024-01-14T07:00:00Z,178.23
2024-01-14T08:00:00Z,202.90
2024-01-14T09:00:00Z,231.45
2024-01-14T10:00:00Z,261.78
2024-01-14T11:00:00Z,281.23
2024-01-14T12:00:00Z,301.90
2024-01-14T13:00:00Z,311.45
2024-01-14T14:00:00Z,321.78
2024-01-14T15:00:00Z,331.23
2024-01-14T16:00:00Z,326.90
2024-01-14T17:00:00Z,311.45
2024-01-14T18:00:00Z,281.78
2024-01-14T19:00:00Z,251.23
2024-01-14T20:00:00Z,221.90
2024-01-14T21:00:00Z,191.45
2024-01-14T22:00:00Z,171.78
2024-01-14T23:00:00Z,161.23
2024-01-15T00:00:00Z,156.90
2024-01-15T01:00:00Z,150.45
2024-01-15T02:00:00Z,144.78
2024-01-15T03:00:00Z,140.23
2024-01-15T04:00:00Z,137.90
2024-01-15T05:00:00Z,142.45
2024-01-15T06:00:00Z,150.78
2024-01-15T07:00:00Z,164.23
2024-01-15T08:00:00Z,178.90
2024-01-15T09:00:00Z,195.45
2024-01-15T10:00:00Z,209.78
2024-01-15T11:00:00Z,223.23
2024-01-15T12:00:00Z,235.90
2024-01-15T13:00:00Z,243.45
2024-01-15T14:00:00Z,250.78
2024-01-15T15:00:00Z,257.23
2024-01-15T16:00:00Z,253.90
2024-01-15T17:00:00Z,246.45
2024-01-15T18:00:00Z,232.78
2024-01-15T19:00:00Z,219.23
2024-01-15T20:00:00Z,202.90
2024-01-15T21:00:00Z,186.45
2024-01-15T22:00:00Z,173.78
2024-01-15T23:00:00Z,166.23
2024-01-16T00:00:00Z,160.90
2024-01-16T01:00:00Z,154.45
2024-01-16T02:00:00Z,148.78
2024-01-16T03:00:00Z,144.23
2024-01-16T04:00:00Z,141.90
2024-01-16T05:00:00Z,146.45
2024-01-16T06:00:00Z,154.78
2024-01-16T07:00:00Z,168.23
2024-01-16T08:00:00Z,182.90
2024-01-16T09:00:00Z,199.45
2024-01-16T10:00:00Z,213.78
2024-01-16T11:00:00Z,227.23
2024-01-16T12:00:00Z,239.90
2024-01-16T13:00:00Z,247.45
2024-01-16T14:00:00Z,254.78
2024-01-16T15:00:00Z,261.23
2024-01-16T16:00:00Z,257.90
2024-01-16T17:00:00Z,250.45
2024-01-16T18:00:00Z,236.78
2024-01-16T19:00:00Z,223.23
2024-01-16T20:00:00Z,206.90
2024-01-16T21:00:00Z,190.45
2024-01-16T22:00:00Z,177.78
2024-01-16T23:00:00Z,170.23
2024-01-17T00:00:00Z,164.90
2024-01-17T01:00:00Z,158.45
2024-01-17T02:00:00Z,152.78
2024-01-17T03:00:00Z,148.23
2024-01-17T04:00:00Z,145.90
2024-01-17T05:00:00Z,150.45
2024-01-17T06:00:00Z,158.78
2024-01-17T07:00:00Z,172.23
2024-01-17T08:00:00Z,186.90
2024-01-17T09:00:00Z,203.45
2024-01-17T10:00:00Z,217.78
2024-01-17T11:00:00Z,231.23
2024-01-17T12:00:00Z,243.90
2024-01-17T13:00:00Z,251.45
2024-01-17T14:00:00Z,258.78
2024-01-17T15:00:00Z,265.23
2024-01-17T16:00:00Z,261.90
2024-01-17T17:00:00Z,254.45
2024-01-17T18:00:00Z,240.78
2024-01-17T19:00:00Z,227.23
2024-01-17T20:00:00Z,210.90
2024-01-17T21:00:00Z,194.45
2024-01-17T22:00:00Z,181.78
2024-01-17T23:00:00Z,174.23
2024-01-18T00:00:00Z,168.90
2024-01-18T01:00:00Z,162.45
2024-01-18T02:00:00Z,156.78
2024-01-18T03:00:00Z,152.23
2024-01-18T04:00:00Z,149.90
2024-01-18T05:00:00Z,154.45
2024-01-18T06:00:00Z,162.78
2024-01-18T07:00:00Z,176.23
2024-01-18T08:00:00Z,190.90
2024-01-18T09:00:00Z,207.45
2024-01-18T10:00:00Z,221.78
2024-01-18T11:00:00Z,235.23
2024-01-18T12:00:00Z,247.90
2024-01-18T13:00:00Z,255.45
2024-01-18T14:00:00Z,262.78
2024-01-18T15:00:00Z,269.23
2024-01-18T16:00:00Z,265.90
2024-01-18T17:00:00Z,258.45
2024-01-18T18:00:00Z,244.78
2024-01-18T19:00:00Z,231.23
2024-01-18T20:00:00Z,214.90
2024-01-18T21:00:00Z,198.45
2024-01-18T22:00:00Z,185.78
2024-01-18T23:00:00Z,178.23
2024-01-19T00:00:00Z,172.90
2024-01-19T01:00:00Z,166.45
2024-01-19T02:00:00Z,160.78
2024-01-19T03:00:00Z,156.23
2024-01-19T04:00:00Z,153.90
2024-01-19T05:00:00Z,158.45
2024-01-19T06:00:00Z,166.78
2024-01-19T07:00:00Z,180.23
2024-01-19T08:00:00Z,194.90
2024-01-19T09:00:00Z,211.45
2024-01-19T10:00:00Z,225.78
2024-01-19T11:00:00Z,239.23
2024-01-19T12:00:00Z,251.90
2024-01-19T13:00:00Z,259.45
2024-01-19T14:00:00Z,266.78
2024-01-19T15:00:00Z,273.23
2024-01-19T16:00:00Z,269.90
2024-01-19T17:00:00Z,262.45
2024-01-19T18:00:00Z,248.78
2024-01-19T19:00:00Z,235.23
2024-01-19T20:00:00Z,218.90
2024-01-19T21:00:00Z,202.45
2024-01-19T22:00:00Z,189.78
2024-01-19T23:00:00Z,182.23
2024-01-20T00:00:00Z,195.67
2024-01-20T01:00:00Z,188.45
2024-01-20T02:00:00Z,182.78
2024-01-20T03:00:00Z,178.23
2024-01-20T04:00:00Z,175.90
2024-01-20T05:00:00Z,180.45
2024-01-20T06:00:00Z,188.78
2024-01-20T07:00:00Z,202.23
2024-01-20T08:00:00Z,226.90
2024-01-20T09:00:00Z,255.45
2024-01-20T10:00:00Z,285.78
2024-01-20T11:00:00Z,305.23
2024-01-20T12:00:00Z,325.90
2024-01-20T13:00:00Z,335.45
2024-01-20T14:00:00Z,345.78
2024-01-20T15:00:00Z,355.23
2024-01-20T16:00:00Z,350.90
2024-01-20T17:00:00Z,335.45
2024-01-20T18:00:00Z,305.78
2024-01-20T19:00:00Z,275.23
2024-01-20T20:00:00Z,245.90
2024-01-20T21:00:00Z,215.45
2024-01-20T22:00:00Z,195.78
2024-01-20T23:00:00Z,185.23
2024-01-21T00:00:00Z,202.90
2024-01-21T01:00:00Z,195.45
2024-01-21T02:00:00Z,188.78
2024-01-21T03:00:00Z,184.23
2024-01-21T04:00:00Z,181.90
2024-01-21T05:00:00Z,186.45
2024-01-21T06:00:00Z,194.78
2024-01-21T07:00:00Z,208.23
2024-01-21T08:00:00Z,232.90
2024-01-21T09:00:00Z,261.45
2024-01-21T10:00:00Z,291.78
2024-01-21T11:00:00Z,311.23
2024-01-21T12:00:00Z,331.90
2024-01-21T13:00:00Z,341.45
2024-01-21T14:00:00Z,351.78
2024-01-21T15:00:00Z,361.23
2024-01-21T16:00:00Z,356.90
2024-01-21T17:00:00Z,341.45
2024-01-21T18:00:00Z,311.78
2024-01-21T19:00:00Z,281.23
2024-01-21T20:00:00Z,251.90
2024-01-21T21:00:00Z,221.45
2024-01-21T22:00:00Z,201.78
2024-01-21T23:00:00Z,191.23
2024-01-22T00:00:00Z,186.90
2024-01-22T01:00:00Z,180.45
2024-01-22T02:00:00Z,174.78
2024-01-22T03:00:00Z,170.23
2024-01-22T04:00:00Z,167.90
2024-01-22T05:00:00Z,172.45
2024-01-22T06:00:00Z,180.78
2024-01-22T07:00:00Z,194.23
2024-01-22T08:00:00Z,208.90
2024-01-22T09:00:00Z,225.45
2024-01-22T10:00:00Z,239.78
2024-01-22T11:00:00Z,253.23
2024-01-22T12:00:00Z,265.90
2024-01-22T13:00:00Z,273.45
2024-01-22T14:00:00Z,280.78
2024-01-22T15:00:00Z,287.23
2024-01-22T16:00:00Z,283.90
2024-01-22T17:00:00Z,276.45
2024-01-22T18:00:00Z,262.78
2024-01-22T19:00:00Z,249.23
2024-01-22T20:00:00Z,232.90
2024-01-22T21:00:00Z,216.45
2024-01-22T22:00:00Z,203.78
2024-01-22T23:00:00Z,196.23
2024-01-23T00:00:00Z,190.90
2024-01-23T01:00:00Z,184.45
2024-01-23T02:00:00Z,178.78
2024-01-23T03:00:00Z,174.23
2024-01-23T04:00:00Z,171.90
2024-01-23T05:00:00Z,176.45
2024-01-23T06:00:00Z,184.78
2024-01-23T07:00:00Z,198.23
2024-01-23T08:00:00Z,212.90
2024-01-23T09:00:00Z,229.45
2024-01-23T10:00:00Z,243.78
2024-01-23T11:00:00Z,257.23
2024-01-23T12:00:00Z,269.90
2024-01-23T13:00:00Z,277.45
2024-01-23T14:00:00Z,284.78
2024-01-23T15:00:00Z,291.23
2024-01-23T16:00:00Z,287.90
2024-01-23T17:00:00Z,280.45
2024-01-23T18:00:00Z,266.78
2024-01-23T19:00:00Z,253.23
2024-01-23T20:00:00Z,236.90
2024-01-23T21:00:00Z,220.45
2024-01-23T22:00:00Z,207.78
2024-01-23T23:00:00Z,200.23
2024-01-24T00:00:00Z,194.90
2024-01-24T01:00:00Z,188.45
2024-01-24T02:00:00Z,182.78
2024-01-24T03:00:00Z,178.23
2024-01-24T04:00:00Z,175.90
2024-01-24T05:00:00Z,180.45
2024-01-24T06:00:00Z,188.78
2024-01-24T07:00:00Z,202.23
2024-01-24T08:00:00Z,216.90
2024-01-24T09:00:00Z,233.45
2024-01-24T10:00:00Z,247.78
2024-01-24T11:00:00Z,261.23
2024-01-24T12:00:00Z,273.90
2024-01-24T13:00:00Z,281.45
2024-01-24T14:00:00Z,288.78
2024-01-24T15:00:00Z,295.23
2024-01-24T16:00:00Z,291.90
2024-01-24T17:00:00Z,284.45
2024-01-24T18:00:00Z,270.78
2024-01-24T19:00:00Z,257.23
2024-01-24T20:00:00Z,240.90
2024-01-24T21:00:00Z,224.45
2024-01-24T22:00:00Z,211.78
2024-01-24T23:00:00Z,204.23
2024-01-25T00:00:00Z,198.90
2024-01-25T01:00:00Z,192.45
2024-01-25T02:00:00Z,186.78
2024-01-25T03:00:00Z,182.23
2024-01-25T04:00:00Z,179.90
2024-01-25T05:00:00Z,184.45
2024-01-25T06:00:00Z,192.78
2024-01-25T07:00:00Z,206.23
2024-01-25T08:00:00Z,220.90
2024-01-25T09:00:00Z,237.45
2024-01-25T10:00:00Z,251.78
2024-01-25T11:00:00Z,265.23
2024-01-25T12:00:00Z,277.90
2024-01-25T13:00:00Z,285.45
2024-01-25T14:00:00Z,292.78
2024-01-25T15:00:00Z,299.23
2024-01-25T16:00:00Z,295.90
2024-01-25T17:00:00Z,288.45
2024-01-25T18:00:00Z,274.78
2024-01-25T19:00:00Z,261.23
2024-01-25T20:00:00Z,244.90
2024-01-25T21:00:00Z,228.45
2024-01-25T22:00:00Z,215.78
2024-01-25T23:00:00Z,208.23
2024-01-26T00:00:00Z,202.90
2024-01-26T01:00:00Z,196.45
2024-01-26T02:00:00Z,190.78
2024-01-26T03:00:00Z,186.23
2024-01-26T04:00:00Z,183.90
2024-01-26T05:00:00Z,188.45
2024-01-26T06:00:00Z,196.78
2024-01-26T07:00:00Z,210.23
2024-01-26T08:00:00Z,224.90
2024-01-26T09:00:00Z,241.45
2024-01-26T10:00:00Z,255.78
2024-01-26T11:00:00Z,269.23
2024-01-26T12:00:00Z,281.90
2024-01-26T13:00:00Z,289.45
2024-01-26T14:00:00Z,296.78
2024-01-26T15:00:00Z,303.23
2024-01-26T16:00:00Z,299.90
2024-01-26T17:00:00Z,292.45
2024-01-26T18:00:00Z,278.78
2024-01-26T19:00:00Z,265.23
2024-01-26T20:00:00Z,248.90
2024-01-26T21:00:00Z,232.45
2024-01-26T22:00:00Z,219.78
2024-01-26T23:00:00Z,212.23
2024-01-27T00:00:00Z,225.67
2024-01-27T01:00:00Z,218.45
2024-01-27T02:00:00Z,212.78
2024-01-27T03:00:00Z,208.23
2024-01-27T04:00:00Z,205.90
2024-01-27T05:00:00Z,210.45
2024-01-27T06:00:00Z,218.78
2024-01-27T07:00:00Z,232.23
2024-01-27T08:00:00Z,256.90
2024-01-27T09:00:00Z,285.45
2024-01-27T10:00:00Z,315.78
2024-01-27T11:00:00Z,335.23
2024-01-27T12:00:00Z,355.90
2024-01-27T13:00:00Z,365.45
2024-01-27T14:00:00Z,375.78
2024-01-27T15:00:00Z,385.23
2024-01-27T16:00:00Z,380.90
2024-01-27T17:00:00Z,365.45
2024-01-27T18:00:00Z,335.78
2024-01-27T19:00:00Z,305.23
2024-01-27T20:00:00Z,275.90
2024-01-27T21:00:00Z,245.45
2024-01-27T22:00:00Z,225.78
2024-01-27T23:00:00Z,215.23
2024-01-28T00:00:00Z,232.90
2024-01-28T01:00:00Z,225.45
2024-01-28T02:00:00Z,218.78
2024-01-28T03:00:00Z,214.23
2024-01-28T04:00:00Z,211.90
2024-01-28T05:00:00Z,216.45
2024-01-28T06:00:00Z,224.78
2024-01-28T07:00:00Z,238.23
2024-01-28T08:00:00Z,262.90
2024-01-28T09:00:00Z,291.45
2024-01-28T10:00:00Z,321.78
2024-01-28T11:00:00Z,341.23
2024-01-28T12:00:00Z,361.90
2024-01-28T13:00:00Z,371.45
2024-01-28T14:00:00Z,381.78
2024-01-28T15:00:00Z,391.23
2024-01-28T16:00:00Z,386.90
2024-01-28T17:00:00Z,371.45
2024-01-28T18:00:00Z,341.78
2024-01-28T19:00:00Z,311.23
2024-01-28T20:00:00Z,281.90
2024-01-28T21:00:00Z,251.45
2024-01-28T22:00:00Z,231.78
2024-01-28T23:00:00Z,221.23
2024-01-29T00:00:00Z,216.90
2024-01-29T01:00:00Z,210.45
2024-01-29T02:00:00Z,204.78
2024-01-29T03:00:00Z,200.23
2024-01-29T04:00:00Z,197.90
2024-01-29T05:00:00Z,202.45
2024-01-29T06:00:00Z,210.78
2024-01-29T07:00:00Z,224.23
2024-01-29T08:00:00Z,238.90
2024-01-29T09:00:00Z,255.45
2024-01-29T10:00:00Z,269.78
2024-01-29T11:00:00Z,283.23
2024-01-29T12:00:00Z,295.90
2024-01-29T13:00:00Z,303.45
2024-01-29T14:00:00Z,310.78
2024-01-29T15:00:00Z,317.23
2024-01-29T16:00:00Z,313.90
2024-01-29T17:00:00Z,306.45
2024-01-29T18:00:00Z,292.78
2024-01-29T19:00:00Z,279.23
2024-01-29T20:00:00Z,262.90
2024-01-29T21:00:00Z,246.45
2024-01-29T22:00:00Z,233.78
2024-01-29T23:00:00Z,226.23
2024-01-30T00:00:00Z,220.90
2024-01-30T01:00:00Z,214.45
2024-01-30T02:00:00Z,208.78
2024-01-30T03:00:00Z,204.23
2024-01-30T04:00:00Z,201.90
2024-01-30T05:00:00Z,206.45
2024-01-30T06:00:00Z,214.78
2024-01-30T07:00:00Z,228.23
2024-01-30T08:00:00Z,242.90
2024-01-30T09:00:00Z,259.45
2024-01-30T10:00:00Z,273.78
2024-01-30T11:00:00Z,287.23
2024-01-30T12:00:00Z,299.90
2024-01-30T13:00:00Z,307.45
2024-01-30T14:00:00Z,314.78
2024-01-30T15:00:00Z,321.23
2024-01-30T16:00:00Z,317.90
2024-01-30T17:00:00Z,310.45
2024-01-30T18:00:00Z,296.78
2024-01-30T19:00:00Z,283.23
2024-01-30T20:00:00Z,266.90
2024-01-30T21:00:00Z,250.45
2024-01-30T22:00:00Z,237.78
2024-01-30T23:00:00Z,230.23
2024-01-31T00:00:00Z,224.90
2024-01-31T01:00:00Z,218.45
2024-01-31T02:00:00Z,212.78
2024-01-31T03:00:00Z,208.23
2024-01-31T04:00:00Z,205.90
2024-01-31T05:00:00Z,210.45
2024-01-31T06:00:00Z,218.78
2024-01-31T07:00:00Z,232.23
2024-01-31T08:00:00Z,246.90
2024-01-31T09:00:00Z,263.45
2024-01-31T10:00:00Z,277.78
2024-01-31T11:00:00Z,291.23
2024-01-31T12:00:00Z,303.90
2024-01-31T13:00:00Z,311.45
2024-01-31T14:00:00Z,318.78
2024-01-31T15:00:00Z,325.23
